Arachnida	31
Priapulimorpha	9
Collembola	3
Merostomata	5
Lingulata	32
Crocodylia	10
Cladistia	13
Gastropoda	104
Cephalopoda	24
Mammalia	565
Clitellata	3
Leptocardii	35
Ascidiacea	11
Coelacanthiformes	3
Insecta	402
Malacostraca	8
Thecostraca	4
Bivalvia	89
Chromadorea	13
Chondrichthyes	31
Testudines	38
Branchiopoda	11
Hydrozoa	2
Lepidosauria	51
Aves	167
Demospongiae	3
Ceratodontiformes	6
Amphibia	32
Anthozoa	25
Hexanauplia	7
Actinopteri	876
Hyperoartia	12
Crinoidea	1
